"","Gene","Cluster","Max_Weight","Rank"
"AC092807.4","AC092807.4",4,2.23026038891818,4
"BYSL","BYSL",4,2.07947729064548,4
"FLYWCH1","FLYWCH1",1,2.19180339078754,4
"ADAMTSL4","ADAMTSL4",1,2.22669847200897,4
"RNF5","RNF5",2,2.04582663280217,4
"CD300LF","CD300LF",2,2.47100422395765,4
"EOGT","EOGT",4,2.66954209562822,4
"DNMBP","DNMBP",1,2.49535259572887,4
"C3orf62","C3orf62",1,1.8526193084943,4
"PHLPP1","PHLPP1",1,2.18398121220521,4
"RIOK2","RIOK2",1,2.0595907187733,4
"SAMD11","SAMD11",1,2.17190134942352,4
"AC004918.1","AC004918.1",4,2.08203823684234,4
"AL390728.4","AL390728.4",3,2.62214199633114,4
"CYYR1","CYYR1",1,2.42141151987025,4
"WNT11","WNT11",1,2.57150479352948,4
"CKS1B","CKS1B",4,2.1533072141521,4
"YPEL4","YPEL4",1,2.51894022377849,4
"ARHGEF15","ARHGEF15",1,2.60939455415938,4
"AC018500.1","AC018500.1",3,3.40369083451339,4
"KRT6A","KRT6A",4,2.31705130967378,4
"GSTCD","GSTCD",1,1.91556261441569,4
"NDUFAF6","NDUFAF6",2,1.94040441138214,4
"AL356534.1","AL356534.1",1,2.32225237462661,4
"NT5DC3","NT5DC3",1,2.03634462163135,4
"CDCA5","CDCA5",4,2.13481133346466,4
"IGFL2","IGFL2",3,2.30971121300464,4
"RTTN","RTTN",1,2.17073155673364,4
"RNF6","RNF6",1,1.96950835422438,4
"ARMCX2","ARMCX2",1,2.19399774474274,4
"SYK","SYK",2,2.91259317489824,4
"RNF43","RNF43",1,2.12370288341987,4
"ONECUT2","ONECUT2",1,1.97068925704046,4
"MRPL24","MRPL24",4,2.2196390163875,4
"ARPIN","ARPIN",1,2.17709245443212,4
"USP21","USP21",1,2.07423380019888,4
"LYSMD2","LYSMD2",2,2.42767809667951,4
"CDKN2C","CDKN2C",1,2.48254851046432,4
"TTLL7","TTLL7",1,2.37740030459744,4
"WDR66","WDR66",1,2.39924362707846,4
"STARD9","STARD9",1,2.87538367477945,4
"ST3GAL4","ST3GAL4",4,2.07421627252296,4
"FRY","FRY",1,2.27813930372879,4
"CR381670.1","CR381670.1",1,2.40992792347522,4
"AC011379.2","AC011379.2",1,2.37445259736268,4
"CARD6","CARD6",3,2.36515343139038,4
"SUSD2","SUSD2",1,1.95933252344106,4
"AL035071.1","AL035071.1",1,2.09520217716806,4
"SNORD13","SNORD13",3,2.59044296785162,4
"BCKDHB","BCKDHB",1,2.09591009604469,4
"PIGL","PIGL",1,2.16507915161428,4
"RNF166","RNF166",2,2.60244055627558,4
"TRPV2","TRPV2",2,2.59760980037899,4
"MOB3B","MOB3B",1,2.68206345327782,4
"APLNR","APLNR",2,1.94594115448045,4
"EID2","EID2",3,2.25138562044173,4
"AC006504.5","AC006504.5",2,2.09802664327074,4
"NRP2","NRP2",4,2.55390745197853,4
"ADM5","ADM5",1,2.42623707693598,4
"ZNF208","ZNF208",3,2.30235209903509,4
"PCBP4","PCBP4",1,2.46036953249163,4
"BTBD3","BTBD3",1,2.16262146281015,4
"AOC3","AOC3",1,2.51543710456251,4
"ANK2","ANK2",1,2.92012253191243,4
"PDIK1L","PDIK1L",3,1.88300791249852,4
"TESK1","TESK1",4,2.04401969204315,4
"SMIM10","SMIM10",1,2.44064640630563,4
"TMEM204","TMEM204",4,2.26155810001276,4
"CDC20","CDC20",4,2.23288484470618,4
"MSRA","MSRA",1,2.17120435917177,4
"MFSD5","MFSD5",4,2.42802574989199,4
"TMEM98","TMEM98",1,2.49778393861297,4
"UCK2","UCK2",4,2.32164778665261,4
"RBM4B","RBM4B",3,1.9785819741172,4
"LINC00894","LINC00894",3,2.54187811756866,4
"RPRD1A","RPRD1A",4,2.26086236258633,4
"CDKL5","CDKL5",4,2.33402740186337,4
"ALG14","ALG14",1,2.10727221428896,4
"KRIT1","KRIT1",1,2.07107455669112,4
"COA6","COA6",3,2.34799087916843,4
"RAPGEF6","RAPGEF6",2,2.59252366090265,4
"JAM3","JAM3",1,2.47587339259351,4
"ASCC2","ASCC2",4,2.01652015556682,4
"ZNF542P","ZNF542P",1,2.20493473062265,4
"WDR5","WDR5",2,2.00389155115325,4
"ARVCF","ARVCF",4,2.29404720925183,4
"TSPAN33","TSPAN33",2,2.55296533567018,4
"AC130895.1","AC130895.1",1,2.14381054767963,4
"TXNDC17","TXNDC17",4,2.53004916126992,4
"TRAM2-AS1","TRAM2-AS1",1,2.24668615290963,4
"CREB5","CREB5",1,2.45401594977076,4
"RPL11P3","RPL11P3",1,2.01854050137878,4
"GEMIN4","GEMIN4",1,2.24256048772009,4
"GATB","GATB",3,1.90569894665205,4
"VPS9D1","VPS9D1",2,2.34699016583873,4
"ARAF","ARAF",4,2.20364562377142,4
"MALINC1","MALINC1",3,2.4237882509769,4
"PSD4","PSD4",2,2.84947128401837,4
"RAD51AP1","RAD51AP1",2,2.17901688411544,4
"UBXN2B","UBXN2B",4,2.0715341184975,4
"NEK11","NEK11",1,2.24454524902844,4
"FMC1","FMC1",4,2.00223988893132,4
"MYCBP","MYCBP",4,1.92906454416633,4
"ZFYVE28","ZFYVE28",2,2.16746869953537,4
"RNF122","RNF122",3,1.96447038994786,4
"WDR89","WDR89",2,1.9354054673083,4
"UNC13D","UNC13D",2,2.6718390332046,4
"SLC22A23","SLC22A23",1,2.22295235365302,4
"GLE1","GLE1",2,2.12595566803247,4
"AL357568.2","AL357568.2",1,2.38693489298703,4
"ACYP1","ACYP1",1,2.01988129631467,4
"ABCA3","ABCA3",1,2.03622677577777,4
"WIPF3","WIPF3",1,2.10246342828806,4
"FCGR2B","FCGR2B",3,2.4337217102244,4
"RP9P","RP9P",1,2.23488938883789,4
"GEN1","GEN1",2,2.40207042448256,4
"PRF1","PRF1",2,2.77991205583298,4
"DUSP14","DUSP14",4,2.3384565475148,4
"TSPAN32","TSPAN32",2,2.98814467393838,4
"PLEK","PLEK",2,2.9296839024501,4
"KIF14","KIF14",2,2.10343836556114,4
"ACKR2","ACKR2",1,2.28373107712246,4
"LINC02328","LINC02328",2,2.22367430115581,4
"LINC00847","LINC00847",2,2.16108613880822,4
"VASH2","VASH2",1,2.16087864477696,4
"MPP1","MPP1",3,1.95628385464451,4
"FANCL","FANCL",1,1.98473597105261,4
"RAB40B","RAB40B",1,2.35104725487689,4
"RAB23","RAB23",4,2.46111938913859,4
"LONRF1","LONRF1",1,2.77400444095096,4
"GNAO1","GNAO1",1,2.25712433323325,4
"TRAPPC2L","TRAPPC2L",2,2.16310634189223,4
"TDRD10","TDRD10",1,2.77111057428813,4
"C5orf22","C5orf22",4,1.90455712334458,4
"COA7","COA7",3,1.88389425133143,4
"PIGW","PIGW",4,2.21705571605665,4
"ASTN1","ASTN1",1,2.65633493510228,4
"PPFIBP2","PPFIBP2",4,1.99077002064045,4
"SPACA6","SPACA6",1,2.07640095770639,4
"SLC37A1","SLC37A1",2,2.16621959645002,4
"BRCA2","BRCA2",2,2.57653901874035,4
"ARHGEF19","ARHGEF19",4,2.22758761897317,4
"DENND4C","DENND4C",1,2.44308730907422,4
"PLCD3","PLCD3",3,2.13501604406137,4
"KCNN3","KCNN3",2,2.00465120541699,4
"NSMCE2","NSMCE2",4,2.02919657140084,4
"NFKBIE","NFKBIE",2,2.37754958614546,4
"H2BC20P","H2BC20P",2,2.25198793182609,4
"GRASP","GRASP",1,2.42058797384538,4
"SAYSD1","SAYSD1",4,2.29647784636467,4
"ZBTB5","ZBTB5",2,2.02972150571097,4
"ZNF423","ZNF423",1,2.54202553893751,4
"GPRC5B","GPRC5B",1,2.57162944620704,4
"TMEM30B","TMEM30B",4,2.28790918475981,4
"PKN3","PKN3",1,2.26719830993029,4
"BAIAP2L1","BAIAP2L1",4,2.61392417277372,4
"CAD","CAD",4,1.97277876382684,4
"KLHDC1","KLHDC1",1,2.44982451099487,4
"SLC39A11","SLC39A11",4,2.17241660347279,4
"PHKG2","PHKG2",2,2.11351232775418,4
"WDR27","WDR27",1,2.37074567556677,4
"SECTM1","SECTM1",2,2.03491060217733,4
"KL","KL",1,2.67971054861915,4
"IGHA21","IGHA2",5,2.51935823507185,5
"AC092069.11","AC092069.1",3,7.19691044243558,5
"IGHG41","IGHG4",4,3.86077234398131,5
"MUCL11","MUCL1",1,5.1382865594356,5
"PIP1","PIP",1,5.57051037622281,5
"FDCSP1","FDCSP",4,4.00064532172734,5
"COL11A11","COL11A1",2,4.83842691996694,5
"IGLC71","IGLC7",4,2.78924501514162,5
"IGLC31","IGLC3",2,3.0076553981895,5
"IGHG11","IGHG1",4,3.82294117353051,5
"HLA-DRB51","HLA-DRB5",2,2.66989005089481,5
"MTND3P191","MTND3P19",1,2.05956004291235,5
"IGHG31","IGHG3",4,3.43694243273688,5
"CXCL91","CXCL9",4,5.156244241318,5
"IGHGP1","IGHGP",4,3.09521692100635,5
"DHRS21","DHRS2",1,3.74212338331925,5
"MMP91","MMP9",2,3.51926932899275,5
"IGLC21","IGLC2",2,3.17012182029788,5
"ANKRD30A1","ANKRD30A",1,4.61709452143394,5
"SCGB2A21","SCGB2A2",1,4.38001087315642,5
"MMP131","MMP13",2,4.00497536413267,5
"ALOX15B1","ALOX15B",1,3.95260998563763,5
"CXCL131","CXCL13",4,4.72845266915632,5
"COL10A11","COL10A1",2,4.54872193551537,5
"UGT2B111","UGT2B11",1,3.69392516492169,5
"MS4A11","MS4A1",4,5.79865859755873,5
"COMP1","COMP",2,4.02151516192506,5
"CXCL101","CXCL10",4,3.76789457468894,5
"KRT811","KRT81",2,3.17194871682857,5
"MMP111","MMP11",2,4.32034498897367,5
"PIGR1","PIGR",1,4.28879137833086,5
"PENK1","PENK",5,4.04378762202942,5
"MMP71","MMP7",2,3.30719530279335,5
"MMP14","MMP1",2,3.86844191329876,5
"CCL191","CCL19",4,5.43820540350279,5
"HLA-DRB61","HLA-DRB6",4,2.4000787564663,5
"TAC11","TAC1",5,3.72582698730184,5
"KRT151","KRT15",1,5.07869001011091,5
"PLA2G2A1","PLA2G2A",3,2.63330697319711,5
"LTF1","LTF",1,3.73730681695271,5
"CALML51","CALML5",1,3.18461720172362,5
"LRRC151","LRRC15",2,4.30829546253365,5
"AC008440.11","AC008440.1",3,5.88836623112271,5
"IGHG21","IGHG2",4,3.12428441583762,5
"SPP11","SPP1",2,3.93170587584089,5
"ADH1B1","ADH1B",5,4.92116479831337,5
"DLK11","DLK1",5,3.58019549285207,5
"HMGCS21","HMGCS2",1,3.85737766270958,5
"PI161","PI16",5,4.47664103277679,5
"HBB1","HBB",5,3.68580508785754,5
"SLPI1","SLPI",1,5.1036035487767,5
"AKR1B151","AKR1B15",1,3.46311341581927,5
"TFF31","TFF3",1,3.45026269875039,5
"KRT191","KRT19",1,4.72809615083892,5
"FNDC11","FNDC1",2,4.16443113227071,5
"AC022784.11","AC022784.1",5,2.75276791127447,5
"SERHL21","SERHL2",1,3.78417244206101,5
"AZGP11","AZGP1",1,5.84402221527308,5
"KRT141","KRT14",1,4.06522847589643,5
"LINC009931","LINC00993",1,4.04523529898375,5
"DCX1","DCX",5,3.73469420006508,5
"SCGB1D21","SCGB1D2",1,3.63980479744363,5
"GJB21","GJB2",2,3.99830558359213,5
"HLA-DQA21","HLA-DQA2",4,2.74132939735231,5
"VEGFD1","VEGFD",5,4.29016668550036,5
"GABRP1","GABRP",1,3.88446741126456,5
"ACSM11","ACSM1",1,3.68990946603489,5
"IGHD1","IGHD",4,3.46882285606848,5
"RPL101","RPL10",2,2.78492217806809,5
"AC104984.41","AC104984.4",3,4.79227059258752,5
"CRABP11","CRABP1",5,2.61395876953864,5
"GSTM51","GSTM5",1,3.13359190292787,5
"CCL211","CCL21",5,3.21572457006872,5
"CEMIP1","CEMIP",2,3.59525074447586,5
"ALX41","ALX4",5,4.25374991527673,5
"MMP31","MMP3",2,2.58027602203899,5
"UGT2B281","UGT2B28",1,3.2109316816244,5
"CR21","CR2",4,3.98944755692508,5
"CCR71","CCR7",4,4.84644846817022,5
"HBA21","HBA2",5,3.52401761629797,5
"CCL181","CCL18",4,3.33985298510414,5
"AC137932.31","AC137932.3",3,5.3287871701785,5
"SCARA51","SCARA5",5,4.45213536137266,5
"IL61","IL6",5,2.89460567053525,5
"FABP41","FABP4",5,4.40164830621284,5
"FOXA11","FOXA1",1,4.63912752991973,5
"ALDH3B21","ALDH3B2",1,4.07327452435271,5
"S100A81","S100A8",2,2.4062612089874,5
"KRT6B1","KRT6B",1,2.98584629739366,5
"OLR11","OLR1",2,3.5762997752623,5
"AGR21","AGR2",1,3.98768901919607,5
"CXCL12","CXCL1",5,2.93364176499801,5
"CLDN41","CLDN4",1,4.12118457935356,5
"LYVE11","LYVE1",5,4.51164109443343,5
"SELE1","SELE",5,2.49818637619466,5
"GPC31","GPC3",5,4.48843411049353,5
"ELF51","ELF5",1,3.57766442511228,5
"FOSB1","FOSB",5,3.20798095972434,5
"OXTR1","OXTR",1,3.80716576849279,5
"PLIN11","PLIN1",5,3.15347743808581,5
"SBSPON1","SBSPON",5,3.33068474103355,5
"ANKRD20A11P1","ANKRD20A11P",5,3.72901784215078,5
"CXCL111","CXCL11",4,3.27945771728829,5
"INHBA1","INHBA",2,3.98618250449922,5
"MIR205HG1","MIR205HG",1,4.74385919875437,5
"LTB1","LTB",4,5.18643037572586,5
"S100A21","S100A2",2,2.79954855428145,5
"PTGS21","PTGS2",5,3.43432098234542,5
"HBA11","HBA1",5,3.41599375399471,5
"IGHM1","IGHM",4,4.17618345807653,5
"CCL281","CCL28",1,4.11822665873472,5
"KRT51","KRT5",1,4.15678120757074,5
"PTX31","PTX3",5,2.72157348331437,5
"TFAP2B1","TFAP2B",1,4.48256412062574,5
"PI151","PI15",1,2.96363017878894,5
"ABCC111","ABCC11",1,3.47869241645925,5
"CAPN61","CAPN6",5,4.13479810828638,5
"ACTG21","ACTG2",1,3.45164951152564,5
"THBS41","THBS4",3,2.79534426735174,5
"S100A141","S100A14",1,3.20701650066374,5
"HPGD1","HPGD",1,2.95236368156457,5
"LONRF21","LONRF2",5,3.69310816177412,5
"EDIL31","EDIL3",2,3.53132591381418,5
"CLDN31","CLDN3",1,4.3943816578887,5
"FCGR3A1","FCGR3A",2,3.72944403161393,5
"NR4A31","NR4A3",5,2.36414893338332,5
"CD79A1","CD79A",4,4.73442545993867,5
"FCRL51","FCRL5",4,4.55663485904639,5
"HPSE21","HPSE2",5,3.93766237276395,5
"SPDEF1","SPDEF",1,4.66156204906748,5
"CD241","CD24",1,3.37715594386816,5
"SELL1","SELL",4,4.79621825738412,5
"S100A11","S100A1",1,2.97296166882311,5
"VTCN11","VTCN1",1,3.70870013951003,5
"KRT171","KRT17",1,3.98316852770097,5
"PLIN41","PLIN4",5,3.24520330259403,5
"COL17A11","COL17A1",1,3.7443132865789,5
"ADIPOQ1","ADIPOQ",5,3.36135559873272,5
"S100A91","S100A9",2,2.40212644622356,5
"ELF31","ELF3",1,4.24249653061877,5
"COL8A11","COL8A1",2,3.751979312104,5
"COL6A61","COL6A6",5,3.50777983972069,5
"CLDN12","CLDN1",2,2.81096238381395,5
"TAT1","TAT",1,3.29732272686378,5
"PRG41","PRG4",5,2.80558037643091,5
"MMRN11","MMRN1",5,3.80001609193152,5
"CHI3L11","CHI3L1",2,2.54847614643057,5
"AREG1","AREG",1,2.53867789155286,5
"LINC008611","LINC00861",4,4.59195475958231,5
"WIF11","WIF1",1,2.80885069378916,5
"C71","C7",5,3.50415051465315,5
"ABCA101","ABCA10",5,4.29726317496509,5
"ZG16B1","ZG16B",1,4.23875947684084,5
"BANK11","BANK1",4,4.52215770450396,5
"WFDC21","WFDC2",1,4.03247616311721,5
"AKR1C21","AKR1C2",1,2.53645433162689,5
"NIBAN31","NIBAN3",4,4.46327331898417,5
"TIGIT1","TIGIT",4,4.48576940018447,5
"KRT71","KRT7",1,4.53822468833813,5
"LAMP31","LAMP3",4,3.97012187952191,5
"GFRA11","GFRA1",5,3.61236062211977,5
"SOCS31","SOCS3",5,3.15260409532839,5
"KIF26B1","KIF26B",2,3.82005336639054,5
"TNN1","TNN",5,3.35329578249787,5
"STC21","STC2",1,3.80056978230336,5
"GBP51","GBP5",4,4.0253879968346,5
"FREM11","FREM1",5,3.84284425854827,5
"APOC11","APOC1",2,2.665023508803,5
"POU2AF11","POU2AF1",4,4.11782534490284,5
"CILP21","CILP2",2,3.36540556316401,5
"EPCAM1","EPCAM",1,4.13049411502978,5
"PROM11","PROM1",1,3.28171941838098,5
"ECRG41","ECRG4",1,2.98115281864619,5
"S100P1","S100P",2,2.88822371921916,5
"SCN7A1","SCN7A",5,3.19622573522785,5
"ADAMDEC11","ADAMDEC1",4,3.84624851078091,5
"KLK51","KLK5",1,3.27558103787602,5
"SCGB3A11","SCGB3A1",1,3.72403149758605,5
"MZB11","MZB1",4,4.04170058367009,5
"RASD11","RASD1",5,3.2563637071926,5
"MAL21","MAL2",1,3.82366352073427,5
"LEPR1","LEPR",5,4.358856955208,5
"CD300LG1","CD300LG",5,3.69665333511542,5
"OGN1","OGN",5,4.53837347555789,5
"MKI671","MKI67",4,3.09488729551622,5
"ITGB61","ITGB6",1,3.38827121417745,5
"TCL1A1","TCL1A",4,4.31078487829726,5
"CD221","CD22",4,4.07949124665244,5
"ZBTB161","ZBTB16",5,3.11424317254368,5
"FCMR1","FCMR",4,4.59125056832758,5
"AL354740.11","AL354740.1",3,5.22228964167085,5
"TMEM59L1","TMEM59L",5,3.13749646568041,5
"G0S21","G0S2",5,2.49536839802408,5
"AC009107.21","AC009107.2",3,4.92859284051684,5
"C2CD4B1","C2CD4B",5,2.8594622308232,5
"IL321","IL32",2,2.97817411926737,5
"CXCL81","CXCL8",2,2.44075681069096,5
"STRA61","STRA6",5,3.04067756516025,5
"HSPB61","HSPB6",5,4.1246106991715,5
"STAC21","STAC2",1,4.02371964112817,5
"AL391097.31","AL391097.3",3,4.70126714913551,5
"NR4A21","NR4A2",5,2.4377385400092,5
"ADCYAP11","ADCYAP1",5,3.41292868804134,5
"CXCL21","CXCL2",5,2.26639974834662,5
"ANKRD36BP21","ANKRD36BP2",4,3.75588607214949,5
"MPV17L1","MPV17L",1,3.51029214041647,5
"IL4I11","IL4I1",4,2.86585072750085,5
"TNFRSF13C1","TNFRSF13C",4,4.33652139747883,5
"MT1A1","MT1A",5,3.08411801978358,5
"CHIT11","CHIT1",4,2.51091327431848,5
"TFF11","TFF1",1,2.64413120124385,5
"KIAA13241","KIAA1324",1,4.4660609456285,5
"RNU6-826P1","RNU6-826P",5,2.49859932346353,5
"ADAM331","ADAM33",5,4.65222800331227,5
"GPC61","GPC6",2,3.47590536837489,5
"PAX51","PAX5",4,4.3205349814374,5
"CLDN81","CLDN8",1,4.0904512492329,5
"CDH11","CDH1",1,4.75464994018437,5
"FABP71","FABP7",1,2.58541648083286,5
"TACSTD21","TACSTD2",1,4.68198327832573,5
"TOP2A1","TOP2A",4,2.80954820602734,5
"CCL131","CCL13",4,2.43860921967953,5
"MUC11","MUC1",1,4.31030027985777,5
"LAMC31","LAMC3",5,3.4401268182213,5
"DES1","DES",3,2.55762166566014,5
"APOD1","APOD",5,3.92398898855197,5
"RPS181","RPS18",2,2.76311435663661,5
"SOX111","SOX11",2,2.91579531902578,5
"RNU6-618P1","RNU6-618P",5,2.40678066051116,5
"IDO11","IDO1",4,3.66450735015821,5
"CFD1","CFD",5,3.94553144136974,5
"DSC31","DSC3",1,3.41988951680627,5
"LCK1","LCK",4,4.36975535716392,5
"PEG101","PEG10",1,2.45262572063981,5
"SAA11","SAA1",1,2.810167923301,5
"GALNT161","GALNT16",5,4.07632098411643,5
"LPL1","LPL",5,3.17089521691884,5
"MTND1P231","MTND1P23",3,2.09990079525616,5
"LAMP51","LAMP5",2,2.89553161806499,5
"KRT231","KRT23",2,2.62515124483969,5
"TFAP2A1","TFAP2A",1,4.55917168879646,5
"GZMK1","GZMK",4,4.05320199559515,5
"TRBC11","TRBC1",4,4.58170086054156,5
"MLPH1","MLPH",1,4.0317769932857,5
"GZMB1","GZMB",4,3.37638413775432,5
"CCN41","CCN4",2,3.45757686099719,5
"RPS261","RPS26",2,2.71489637174827,5
"TRAC1","TRAC",4,4.26901656467686,5
"SLAMF81","SLAMF8",4,3.18193639995091,5
"CYP2B7P1","CYP2B7P",1,2.79851083439055,5
"EIF5A1","EIF5A",2,3.18939046570115,5
"CHRDL11","CHRDL1",5,4.13912384787024,5
"LINC009261","LINC00926",4,3.77248754956441,5
"FASN1","FASN",1,3.79289414170097,5
"DIO21","DIO2",3,2.78608668755808,5
"CNTN11","CNTN1",5,3.68311327958519,5
"RELN1","RELN",5,3.72506082570149,5
"TMEM1581","TMEM158",2,3.34195956252713,5
"AARD1","AARD",2,2.57949845163034,5
"FAM30A1","FAM30A",4,3.88200596585464,5
"IGSF101","IGSF10",5,4.12978533671356,5
"CCL221","CCL22",4,3.08143809112361,5
"PDGFD1","PDGFD",5,3.96178909018193,5
"TRIM291","TRIM29",1,3.94082545843322,5
"P2RY101","P2RY10",4,4.22356854604624,5
"KLK71","KLK7",1,2.75192980479459,5
"RSAD21","RSAD2",2,2.76695584628631,5
"SPIB1","SPIB",4,4.34306255860714,5
"TPSB21","TPSB2",5,3.19401217899775,5
"CTSG1","CTSG",5,3.91594652641311,5
"PTGFR1","PTGFR",5,3.56032323425609,5
"HLF1","HLF",5,3.26016999323718,5
"SPINK81","SPINK8",1,3.29971903210537,5
"CD3D1","CD3D",4,4.18196869678407,5
"ABCA81","ABCA8",5,4.21790909547228,5
"MAB21L11","MAB21L1",5,3.78528600438585,5
"BTNL91","BTNL9",5,3.52337397320026,5
"ADAMTS81","ADAMTS8",5,3.48100660450662,5
"CCL3L31","CCL3L3",3,2.38448978969928,5
"TFCP2L11","TFCP2L1",1,3.21348323105893,5
"TFAP2C1","TFAP2C",1,3.98714673749068,5
"ABCA91","ABCA9",5,4.19908891402664,5
"IRF81","IRF8",4,3.58046248163785,5
"ADGRD21","ADGRD2",1,3.04454366436861,5
"GNLY1","GNLY",4,3.60268202351688,5
"MEDAG1","MEDAG",5,3.3438023176268,5
"IGLL51","IGLL5",4,2.92662110653824,5
"OSR11","OSR1",5,3.640146904767,5
"C15orf481","C15orf48",2,2.61888524902041,5
"RPL211","RPL21",2,2.45852521143742,5
"NQO11","NQO1",1,3.28175673128602,5
"MEOX11","MEOX1",5,3.79583299095932,5
"SNORC1","SNORC",1,3.23349798896518,5
"SOX101","SOX10",1,3.60936391726716,5
"ESM11","ESM1",2,3.00517029865702,5
"CD481","CD48",4,4.04572460704101,5
"PIM21","PIM2",4,3.82152977758535,5
"ISG201","ISG20",4,3.84829692188645,5
"IL1B1","IL1B",2,2.41734026454951,5
"HAS11","HAS1",2,2.34977977530387,5
"PER11","PER1",5,2.86312540936433,5
"CCL81","CCL8",5,2.42426588529298,5
"SERPINA51","SERPINA5",1,2.81976436677641,5
"DHCR241","DHCR24",1,3.91788307305747,5
"PLAUR1","PLAUR",2,3.53221612667898,5
"MT1X1","MT1X",1,2.39307295173737,5
"PLA2G2D1","PLA2G2D",4,4.02732451684233,5
"FCGBP1","FCGBP",3,2.41270802131392,5
"ZAP701","ZAP70",4,4.43242045672692,5
"CD191","CD19",4,4.17392868146095,5
"ESRP11","ESRP1",1,3.85203330353662,5
"MT1M1","MT1M",5,2.87836769255957,5
"SULF11","SULF1",2,3.61843094351988,5
"SYNM1","SYNM",1,3.69657769814838,5
"AC103591.31","AC103591.3",4,2.66724712646254,5
"TMEM1301","TMEM130",5,3.68820959717099,5
"FADS21","FADS2",1,2.5361450673786,5
"AQP31","AQP3",1,2.82938340622659,5
"SERPINE11","SERPINE1",2,3.09628083801092,5
"SLC11A11","SLC11A1",2,3.04191519146804,5
"NAPSB1","NAPSB",4,3.63105045646139,5
"FGF101","FGF10",5,3.95701174808458,5
"SPTBN11","SPTBN1",3,3.43886098535021,5
"PON31","PON3",1,2.64976946887089,5
"CCN31","CCN3",2,2.21022563055567,5
"ADM1","ADM",5,3.01585842906362,5
"RBP71","RBP7",5,3.16973130284904,5
"MAMDC21","MAMDC2",5,3.62901188056327,5
"CALML31","CALML3",1,3.02776300812201,5
"SERPINB51","SERPINB5",1,3.18171477625962,5
"OAS21","OAS2",4,3.17529570759253,5
"CENPF1","CENPF",4,2.60681698522348,5
"ASPM1","ASPM",4,2.67092450422,5
"MT2A1","MT2A",2,3.00186501965661,5
"KRT181","KRT18",1,4.59486381711406,5
"AGR31","AGR3",1,2.78857174896376,5
"SCD1","SCD",3,3.23392749986971,5
"CD381","CD38",4,3.87280601789023,5
"SRP91","SRP9",2,2.61263200434827,5
"COLGALT21","COLGALT2",5,3.180598208557,5
"SNORA2B1","SNORA2B",5,2.42010062441534,5
"PARP151","PARP15",4,4.10293566919023,5
"AQP51","AQP5",1,3.01159059512015,5
"FCER1A1","FCER1A",5,3.03704438928934,5
"KLF51","KLF5",1,3.13383608393625,5
"NUP2101","NUP210",4,3.60813642627847,5
"C1QTNF31","C1QTNF3",2,3.06623175301735,5
"VOPP11","VOPP1",2,2.96722797685622,5
"TRBC21","TRBC2",4,4.62601707367222,5
"ADH1C1","ADH1C",5,3.31240619335936,5
"MATN31","MATN3",2,3.30739966276247,5
"CRACR2B1","CRACR2B",1,4.33326960936971,5
"ZBP11","ZBP1",4,3.771375707397,5
"PLA2G71","PLA2G7",4,2.99815705700481,5
"THSD41","THSD4",5,3.30513802361701,5
"KLK61","KLK6",1,2.57736728209347,5
"IGHA11","IGHA1",5,2.89248174021367,5
"RPL10P91","RPL10P9",1,2.48425294121773,5
"ACKR11","ACKR1",5,3.98036627207122,5
"TMEM14C1","TMEM14C",2,2.69384886721665,5
"IER21","IER2",5,2.44614066632513,5
"SFN1","SFN",1,3.36953149633458,5
"ESR11","ESR1",1,2.88987466324635,5
"LAMB31","LAMB3",1,3.59773973460925,5
"DKK21","DKK2",5,3.15511201732186,5
"CCN51","CCN5",2,2.51870604489512,5
"RPS71","RPS7",2,2.63575496453342,5
"ZC3H12D1","ZC3H12D",4,3.86782080901427,5
"IRF41","IRF4",4,3.80432902698131,5
"AOX11","AOX1",5,3.3881974037651,5
"CACNA1G1","CACNA1G",5,3.65958709561701,5
"EPPK11","EPPK1",1,3.34932978961091,5
"OSR21","OSR2",5,3.10243574995539,5
"TNS41","TNS4",1,3.64362743765747,5
"SPRY21","SPRY2",5,3.71735580639042,5
"MIA1","MIA",1,3.29054221482236,5
"SPOCK21","SPOCK2",4,4.20967223661733,5
"TBC1D10C1","TBC1D10C",4,4.77412170209315,5
"LRRC171","LRRC17",5,3.66387321380102,5
"CD3E1","CD3E",4,4.33759237027734,5
"CH25H1","CH25H",5,3.36764373360778,5
"NEK101","NEK10",1,2.92237248042136,5
"DERL31","DERL3",4,3.3123962882702,5
"FCRL31","FCRL3",4,4.37125482128118,5
"SYT81","SYT8",1,3.72148249900994,5
"CD521","CD52",4,4.60791497932208,5
"RGS11","RGS1",4,2.69419909185548,5
"LIF1","LIF",2,2.18357805446126,5
"IRX11","IRX1",1,3.31071417667159,5
"GRHL11","GRHL1",1,3.63235848654756,5
"H2BC81","H2BC8",4,2.73067827338601,5
"ERBB31","ERBB3",1,4.61304130098374,5
"MAOB1","MAOB",1,3.0317909828542,5
"TK11","TK1",2,2.48312085654019,5
"PAMR11","PAMR1",5,3.26955737569131,5
"CA121","CA12",1,3.33596299702255,5
"ROCR1","ROCR",1,3.56899813574441,5
"PTN1","PTN",5,2.64315932109176,5
"C1QBP1","C1QBP",2,2.25145199638361,5
"PRSS81","PRSS8",1,3.8095477392611,5
"C3orf801","C3orf80",3,2.9595281505008,5
"KLHL131","KLHL13",1,3.09863145989109,5
