"","Gene","Cluster","Max_Weight","Rank"
"RBM383","RBM38",4,3.35573765477897,7
"CKB3","CKB",3,2.39757698924478,7
"PI4KA3","PI4KA",3,2.49962558289046,7
"UNC93B13","UNC93B1",4,2.62591812375384,7
"DPT3","DPT",6,4.53328026299389,7
"PTPRD3","PTPRD",5,3.2242938988569,7
"MCOLN33","MCOLN3",1,2.79422636265181,7
"PRKCQ-AS13","PRKCQ-AS1",4,3.80323976059928,7
"TRIM593","TRIM59",4,2.77238448205355,7
"PTPN73","PTPN7",4,4.19814743546507,7
"TMEM1563","TMEM156",4,3.53539078342107,7
"TRO3","TRO",1,3.45393355578027,7
"MSR13","MSR1",5,3.55755889278018,7
"KIAA11433","KIAA1143",3,2.62554979948331,7
"MME3","MME",1,2.98051950614761,7
"IFIT13","IFIT1",1,2.51922928206686,7
"COX5A3","COX5A",5,2.52812170021455,7
"DDR13","DDR1",7,3.57379967429388,7
"PIK3CD3","PIK3CD",4,3.46217523548314,7
"GREM13","GREM1",5,3.00276917875308,7
"DIO3OS3","DIO3OS",6,3.09614346796635,7
"IFI44L3","IFI44L",4,3.08595120905699,7
"IRX23","IRX2",7,2.98265945750749,7
"MRPL493","MRPL49",3,2.60057766826998,7
"STEAP13","STEAP1",6,3.43602300789521,7
"CLEC12A3","CLEC12A",4,2.41859289716014,7
"MN13","MN1",5,3.00134187614326,7
"EOMES3","EOMES",4,3.80568751341032,7
"PNP3","PNP",6,2.60398801801763,7
"MYB3","MYB",3,2.33163881771373,7
"ZNF4833","ZNF483",1,3.04163980754313,7
"ARHGAP93","ARHGAP9",4,3.70255615349469,7
"AL136164.33","AL136164.3",1,2.96163626578117,7
"MYO1G3","MYO1G",4,3.71847978854783,7
"RGS183","RGS18",4,2.7591751635823,7
"TACC33","TACC3",4,3.31258469653211,7
"PCED1B3","PCED1B",4,3.90717669439214,7
"KANK33","KANK3",1,2.5992587735018,7
"ADAMTS153","ADAMTS15",6,3.57145166683357,7
"ADCYAP1R13","ADCYAP1R1",1,3.37363107535345,7
"NDC803","NDC80",4,2.77834033052555,7
"NME13","NME1",5,2.92743534882446,7
"PCLO3","PCLO",3,3.08565619267357,7
"AC124319.13","AC124319.1",2,2.68270291031397,7
"EDNRA3","EDNRA",5,3.48321684266733,7
"NR1D13","NR1D1",1,2.54482392386467,7
"ZNRD13","ZNRD1",4,2.27414060541739,7
"CITED43","CITED4",7,3.32459257071509,7
"H2AW3","H2AW",3,2.47367829538729,7
"CNKSR23","CNKSR2",2,2.83435451841214,7
"EGFLAM3","EGFLAM",1,3.53801506550731,7
"CD1803","CD180",4,3.37141530704107,7
"ACOT23","ACOT2",5,2.88968943717399,7
"AC080038.23","AC080038.2",5,2.88802200545179,7
"MAOA3","MAOA",3,3.16072117704642,7
"C5orf463","C5orf46",5,3.85344442124234,7
"OLFML2B3","OLFML2B",5,4.37190577831211,7
"SLAMF63","SLAMF6",4,4.19234374143073,7
"SPN3","SPN",4,4.3045335852355,7
"PTPRT3","PTPRT",1,3.27900720499468,7
"SPOCD13","SPOCD1",5,3.45934983418594,7
"HBEGF3","HBEGF",6,3.64157848144247,7
"VIPR13","VIPR1",1,2.8542405654599,7
"NCF43","NCF4",4,3.098894698571,7
"RASEF3","RASEF",3,3.06945080931788,7
"F83","F8",6,2.6793256128301,7
"SORBS13","SORBS1",1,2.60419398187333,7
"SHISA23","SHISA2",7,2.69583301668927,7
"SLC18A23","SLC18A2",1,2.39315498717873,7
"PTH1R3","PTH1R",1,2.9626273223683,7
"FOXC13","FOXC1",7,2.93007129650616,7
"OLFM23","OLFM2",1,3.56765797284336,7
"ITGB83","ITGB8",7,2.94831617879502,7
"SMIM263","SMIM26",3,2.55342561789758,7
"PELI23","PELI2",1,2.74991050211702,7
"DOCK23","DOCK2",4,3.88398292687208,7
"PCDH93","PCDH9",6,3.13884538955336,7
"CAB39L3","CAB39L",3,2.56715483290897,7
"PTAFR3","PTAFR",4,2.55266796387171,7
"H2AC63","H2AC6",3,3.34469188636376,7
"CRISPLD13","CRISPLD1",1,2.97115777020492,7
"CMYA53","CMYA5",1,3.69933674869568,7
"HOXA93","HOXA9",3,2.84042991026074,7
"GREB13","GREB1",1,2.60674966244372,7
"RAMP33","RAMP3",1,2.77483045953908,7
"PASK3","PASK",4,3.41191804978399,7
"CEROX13","CEROX1",1,3.70215028812338,7
"SMIM223","SMIM22",7,3.56778163731302,7
"HOXA33","HOXA3",2,2.60538560724093,7
"CTSW3","CTSW",4,3.6709684685116,7
"AC006160.13","AC006160.1",2,3.43267425978167,7
"FGD33","FGD3",4,3.52939704422822,7
"DYNLT13","DYNLT1",5,2.56673479880059,7
"TMEM1283","TMEM128",5,2.39953099177166,7
"KRTCAP33","KRTCAP3",7,3.32989453351373,7
"CAPG3","CAPG",5,2.76418034028751,7
"CXCR2P13","CXCR2P1",4,3.79585440658476,7
"CD533","CD53",4,3.71866179154442,7
"LGI43","LGI4",2,2.77590723000279,7
"PEG33","PEG3",1,2.8770171375489,7
"SCGB1A13","SCGB1A1",3,2.89943287673064,7
"CARMIL23","CARMIL2",4,4.10943211699312,7
"PDK13","PDK1",4,3.37778670735427,7
"OAT3","OAT",5,2.94325189554283,7
"PLXNA43","PLXNA4",1,2.93326072619896,7
"LYPLAL1-AS13","LYPLAL1-AS1",1,3.39075049920691,7
"MBOAT23","MBOAT2",3,2.83764339897206,7
"SERPINA13","SERPINA1",7,3.21592751914824,7
"SH3BGRL23","SH3BGRL2",1,2.77669290647114,7
"LYPD33","LYPD3",3,3.14709998177288,7
"PKIB3","PKIB",3,2.62654989231372,7
"C1QTNF73","C1QTNF7",2,2.84435973959712,7
"HPRT13","HPRT1",7,2.54009419526065,7
"LINC014363","LINC01436",6,2.77612232633925,7
"HSPA23","HSPA2",3,2.86259334767098,7
"CPXM13","CPXM1",5,2.5628130664274,7
"PPIF3","PPIF",3,2.74308988541759,7
"STAP13","STAP1",4,3.67959098696865,7
"RIPOR33","RIPOR3",6,2.64855994100612,7
"HAVCR23","HAVCR2",5,3.06219288903224,7
"RNF1503","RNF150",1,3.1568689078812,7
"NEDD4L3","NEDD4L",3,3.02927241580859,7
"ATOX13","ATOX1",5,2.64474689232436,7
"ARHGAP193","ARHGAP19",1,2.68393482374898,7
"SCG23","SCG2",5,3.01873383836692,7
"AF001548.33","AF001548.3",7,2.67501686163509,7
"IQANK13","IQANK1",7,3.30826957934009,7
"P3H23","P3H2",1,2.90485078546109,7
"FER1L43","FER1L4",4,2.69018172419274,7
"SCRG13","SCRG1",7,2.74735855988922,7
"PILRA3","PILRA",5,3.26382934254324,7
"LAG33","LAG3",4,3.25374237204945,7
"SLC39A143","SLC39A14",5,3.02598080912581,7
"DGKI3","DGKI",5,3.46908061854938,7
"ABCA73","ABCA7",4,3.48344837291744,7
"CX3CR13","CX3CR1",5,2.42143013260354,7
"TNNI23","TNNI2",1,2.86405675812007,7
"GSDME3","GSDME",1,3.02730796765977,7
"FOXP23","FOXP2",1,3.01502404024464,7
"AC040160.13","AC040160.1",1,2.79236132073537,7
"GCNT23","GCNT2",3,2.97959500115476,7
"CSPG43","CSPG4",5,3.12035572610637,7
"DACH13","DACH1",1,2.4628050390811,7
"PDE1C3","PDE1C",1,2.86760763344667,7
"TBRG43","TBRG4",1,2.41106017929728,7
"TPPP33","TPPP3",6,3.45783231152502,7
"ARRDC23","ARRDC2",1,2.72936418649421,7
"GPR1323","GPR132",4,3.67198661094072,7
"ARHGAP283","ARHGAP28",1,3.49574934675699,7
"KNL13","KNL1",4,3.13783948823243,7
"ANKRD293","ANKRD29",6,2.67093977986526,7
"HERC2P33","HERC2P3",1,2.88264030951314,7
"GARNL33","GARNL3",1,3.54042602634074,7
"PEAR13","PEAR1",1,3.29510054841698,7
"RGS163","RGS16",6,3.24836884697662,7
"DTX43","DTX4",1,2.96510583396157,7
"PYCR13","PYCR1",5,3.26386786573034,7
"MARVELD33","MARVELD3",3,3.07430228555171,7
"ADCY73","ADCY7",4,3.04324180370507,7
"PCDH173","PCDH17",5,2.9473467250874,7
"GALNT63","GALNT6",7,2.61345502133587,7
"AC093535.23","AC093535.2",1,3.343970598863,7
"CSF3R3","CSF3R",6,3.05350391140172,7
"SLFN12L3","SLFN12L",4,3.56406316073217,7
"LRRN33","LRRN3",1,3.08453987277336,7
"RUNX33","RUNX3",4,3.84456676499186,7
"SMCO43","SMCO4",5,3.19890864526782,7
"ADAM283","ADAM28",4,3.69870606359439,7
"SPSB13","SPSB1",5,2.92759012663119,7
"SCN3A3","SCN3A",6,2.55508844190059,7
"COL4A43","COL4A4",4,3.23458696126533,7
"DENND1C3","DENND1C",4,3.93235594902167,7
"IPCEF13","IPCEF1",4,3.34262550530372,7
"HAND23","HAND2",6,2.53264493758637,7
"PNPLA73","PNPLA7",1,2.99463119811079,7
"RNF144B3","RNF144B",3,2.90938726210486,7
"MEST3","MEST",1,2.62644158433127,7
"HILPDA3","HILPDA",5,2.79034417364864,7
"NTM3","NTM",5,4.0081333159965,7
"TNFSF43","TNFSF4",5,3.0052941375565,7
"PPP1R1A3","PPP1R1A",3,2.18257737576905,7
"TMEM1003","TMEM100",6,2.8968782779575,7
"TNFRSF12A3","TNFRSF12A",7,3.53883409777956,7
"COL7A13","COL7A1",1,3.85029970959071,7
"PIK3R53","PIK3R5",4,3.14643424286452,7
"THRB3","THRB",1,3.2025076549261,7
"GMDS3","GMDS",7,2.4499651915975,7
"AC103740.13","AC103740.1",1,2.56567572007139,7
"PRKD13","PRKD1",1,3.01624471599801,7
"C11orf213","C11orf21",4,3.42349676641629,7
"SGIP13","SGIP1",5,3.3133096986401,7
"CA43","CA4",3,2.93526191805505,7
"GTF3C63","GTF3C6",5,2.82374027886165,7
"FBXO453","FBXO45",2,2.64375307809376,7
"SEPTIN13","SEPTIN1",4,4.02929036210446,7
"SERTAD13","SERTAD1",6,3.3581923744256,7
"AXIN23","AXIN2",1,2.91354511784553,7
"ECSCR3","ECSCR",6,3.48081529188153,7
"HAND2-AS13","HAND2-AS1",1,3.5390327594334,7
"MYO5C3","MYO5C",3,2.9944861429141,7
"UBE2M3","UBE2M",3,2.54651942510427,7
"B4GALNT43","B4GALNT4",1,3.46254366760234,7
"PCDHB163","PCDHB16",1,2.84320129179471,7
"LRRC8D3","LRRC8D",4,2.44580096891544,7
"NTRK13","NTRK1",1,3.24511058400018,7
"SCIMP3","SCIMP",4,3.44630088148975,7
"NTRK33","NTRK3",1,2.62911171974794,7
"MRPS263","MRPS26",5,2.60394913512467,7
"BCAT13","BCAT1",5,3.61839494907282,7
"ABHD113","ABHD11",3,3.44876517542037,7
"RBP13","RBP1",1,3.18859796130831,7
"DOK33","DOK3",4,3.16282459729698,7
"P2RY133","P2RY13",4,2.83669667337359,7
"HSPA83","HSPA8",6,2.23553519235986,7
"AMIGO23","AMIGO2",7,2.80157767849916,7
"PCOLCE23","PCOLCE2",6,3.37387335446959,7
"KYNU3","KYNU",3,3.21918407188054,7
"KMO3","KMO",4,3.1099326218256,7
"COPZ23","COPZ2",5,3.28588895469263,7
"PXYLP13","PXYLP1",1,3.06651379087997,7
"CDH133","CDH13",5,2.7020133021085,7
"SOX2-OT3","SOX2-OT",7,2.40789144028135,7
"KCNMB43","KCNMB4",1,3.37579795593918,7
"WNK23","WNK2",7,3.49074498348115,7
"KIF21B3","KIF21B",4,3.7294888983706,7
"SHROOM13","SHROOM1",1,2.62767341592698,7
"PRRX23","PRRX2",5,3.11036436167843,7
"PPARG3","PPARG",6,2.56962391032484,7
"ANKRD44-IT13","ANKRD44-IT1",4,3.8006648201332,7
"CDCA73","CDCA7",4,2.74374937483437,7
"NRARP3","NRARP",5,2.8408733785552,7
"TOMM403","TOMM40",5,2.24880131731647,7
"UBASH3A3","UBASH3A",4,3.97060629668109,7
"SOX73","SOX7",6,3.78181606678725,7
"BMP73","BMP7",1,3.4871080996077,7
"SFRP13","SFRP1",1,3.17616448343174,7
"FLT43","FLT4",1,2.28978086054596,7
"GPR43","GPR4",6,2.73273271307051,7
"SLC17A93","SLC17A9",4,2.91108384518151,7
"MCCC13","MCCC1",3,3.18558783510449,7
"APLN3","APLN",5,3.06293252158592,7
"DEF63","DEF6",4,3.93465502302161,7
"TEF3","TEF",1,3.45373993606187,7
"GPC43","GPC4",5,2.97449704698112,7
"H2BC19P3","H2BC19P",4,2.58043284254237,7
"ANOS13","ANOS1",5,2.93785419435115,7
"TENM33","TENM3",5,3.19229487081173,7
"SLC9A3-AS13","SLC9A3-AS1",1,2.90515109128892,7
"S1PR33","S1PR3",5,2.19279260049653,7
"C5AR13","C5AR1",6,3.14311349987939,7
"LAMA23","LAMA2",2,3.34263225033143,7
"NAT13","NAT1",2,2.35561997299369,7
"RNF133","RNF13",2,2.9354204708349,7
"ATP1B23","ATP1B2",1,2.77043638313542,7
"MT-CO23","MT-CO2",3,3.16240070976298,7
"ENPP53","ENPP5",1,3.19365459664761,7
"CHRM3-AS23","CHRM3-AS2",4,3.56053658706646,7
"MEG83","MEG8",1,2.96767112220805,7
"MT-TM3","MT-TM",6,2.43885056317851,7
"Z97192.33","Z97192.3",4,3.24247025571747,7
"TMEM45A3","TMEM45A",5,3.46220182010366,7
"SCN4B3","SCN4B",1,3.10481613892104,7
"SLC7A13","SLC7A1",6,2.37187114137855,7
"RNF1813","RNF181",5,2.46289631525553,7
"TMEM14B3","TMEM14B",5,2.57484278879447,7
"CCR53","CCR5",4,3.38907268541554,7
"CSTA3","CSTA",1,2.30919052968438,7
"LEF13","LEF1",4,2.85376740724043,7
"GCA3","GCA",6,2.78585806794887,7
"PCDH183","PCDH18",1,3.34146008544576,7
"BLNK3","BLNK",4,3.57632139897434,7
"BATF4","BATF",4,3.16576534182366,7
"KCNJ83","KCNJ8",5,2.50484742001906,7
"FAM13C3","FAM13C",6,2.9387190308654,7
"SORT13","SORT1",5,2.98225447312784,7
"CMTM73","CMTM7",7,2.76815844736575,7
"REEP63","REEP6",3,4.29014004988786,7
"DUSP53","DUSP5",6,2.77762123457987,7
"CCZ13","CCZ1",5,2.8071209421017,7
"THSD13","THSD1",1,2.49878982757937,7
"ADAMTS93","ADAMTS9",6,3.88184829717222,7
"LARGE23","LARGE2",3,2.83291737258724,7
"CYBA3","CYBA",4,3.3335403859073,7
"FGR3","FGR",4,2.85161747278019,7
"ERBB23","ERBB2",3,3.17395638365482,7
"SOX183","SOX18",6,3.15809857322426,7
"BCAP313","BCAP31",3,2.69483634384131,7
"CDR2L3","CDR2L",5,3.02229146027958,7
"RND13","RND1",6,2.71376211375574,7
"KIF223","KIF22",1,2.58742804682659,7
"AK43","AK4",3,2.67537938839183,7
"PODNL13","PODNL1",5,3.15874969452863,7
"SPON13","SPON1",5,3.93300187736064,7
"SYCP23","SYCP2",1,2.74916016576858,7
"SPAG43","SPAG4",4,2.66940992487569,7
"PATL23","PATL2",4,3.5704865914971,7
"RFX83","RFX8",1,2.59975438307068,7
"EPSTI13","EPSTI1",4,3.59100875430408,7
"PLEKHG53","PLEKHG5",6,2.76976873058159,7
"P4HA23","P4HA2",5,3.40697534040428,7
"PRKCB3","PRKCB",4,4.40234410637972,7
"CHMP4C3","CHMP4C",7,3.3589202963472,7
"AL034397.33","AL034397.3",4,2.66023077407813,7
"DDX413","DDX41",5,2.53922776196316,7
"RUBCNL3","RUBCNL",4,2.89795292479803,7
"NLGN4X3","NLGN4X",2,2.31144236785856,7
"SLC25A273","SLC25A27",1,2.86823080780256,7
"PERP3","PERP",7,3.6164411239,7
"MRPS30-DT3","MRPS30-DT",3,2.42545890826229,7
"AC005046.13","AC005046.1",2,2.74580076122518,7
"GGH3","GGH",5,2.79075889358381,7
"LINC011973","LINC01197",6,2.68237793625096,7
"CHL13","CHL1",6,2.6645483797867,7
"CGNL13","CGNL1",1,2.69652742131259,7
"ICAM33","ICAM3",4,3.91555964224044,7
"PRDM83","PRDM8",1,3.41393675566172,7
"SLITRK43","SLITRK4",5,2.68049387590819,7
"NTN13","NTN1",6,2.2574283596185,7
"FCRLA3","FCRLA",4,3.94180698779145,7
"TUBA4A3","TUBA4A",4,2.92826777762626,7
"AP002026.13","AP002026.1",2,2.8469356529594,7
"OCIAD23","OCIAD2",4,2.57834351017112,7
"PITX13","PITX1",7,3.31382780811999,7
"GNAI13","GNAI1",1,2.63790991716533,7
"EGFR3","EGFR",2,3.12788336033007,7
"SEM13","SEM1",5,2.76557975955663,7
"PLAC93","PLAC9",6,3.7703010002678,7
"P3H43","P3H4",5,3.26672299440292,7
"GPR343","GPR34",5,2.94683952316545,7
"NID23","NID2",5,3.64650036940044,7
"PGD3","PGD",5,2.47202529948715,7
"TM6SF13","TM6SF1",5,2.81055458242491,7
"TMEM2303","TMEM230",5,2.8593229281734,7
"ITGA23","ITGA2",7,3.22549698346248,7
"ZNF6803","ZNF680",3,2.95198224568589,7
"TMC43","TMC4",7,3.04460329100921,7
"CHCHD23","CHCHD2",5,2.79871955916737,7
"RTN13","RTN1",4,2.38286310322504,7
"IL1RAP3","IL1RAP",6,2.64063208831099,7
"RBX13","RBX1",1,2.41768823820042,7
"GMIP3","GMIP",4,3.31992054495808,7
"FEN13","FEN1",7,2.46798931061337,7
"CASP33","CASP3",5,2.54525477424045,7
"GOLGA2P53","GOLGA2P5",1,2.7170275122243,7
"DMD3","DMD",1,2.93663384674158,7
"DTX23","DTX2",3,2.35449241267397,7
"MANSC13","MANSC1",3,2.94186209324642,7
"RCC13","RCC1",5,2.70533508241118,7
"PTPRF3","PTPRF",7,3.59885385515635,7
"LRATD13","LRATD1",1,3.09845384865586,7
"AL355816.23","AL355816.2",4,3.86729957925954,7
"SF3B43","SF3B4",3,2.25093062142762,7
"AL591895.13","AL591895.1",1,2.49855046836259,7
"TMEM45B3","TMEM45B",3,3.71562768180463,7
"ENPEP3","ENPEP",1,3.20798157541905,7
"MTATP6P13","MTATP6P1",3,3.15600963844135,7
"CD863","CD86",4,3.10569850810656,7
"MAPRE13","MAPRE1",5,2.4622036047066,7
"CELSR13","CELSR1",7,2.73521326574912,7
"LPXN3","LPXN",4,3.77301450011899,7
"KDELR33","KDELR3",5,3.68933881239206,7
"NLGN13","NLGN1",1,3.07867337499239,7
"C21orf59-TCP10L3","C21orf59-TCP10L",1,2.61028695812422,7
"C3AR13","C3AR1",5,2.70564508288011,7
"IGSF93","IGSF9",7,3.5363862029585,7
"AC073869.13","AC073869.1",3,2.23841062017495,7
"SERTAD4-AS13","SERTAD4-AS1",5,3.0946198508043,7
"ATP1A23","ATP1A2",3,2.84238514659439,7
"SASH33","SASH3",4,4.12449675276174,7
"C1orf2263","C1orf226",1,2.96766005059771,7
"LDLRAD33","LDLRAD3",1,2.81352009143579,7
"LRMP3","LRMP",4,3.90362551904699,7
"AL139393.33","AL139393.3",5,3.31481283331524,7
"MREG3","MREG",3,2.67767619186066,7
"DSP3","DSP",7,4.29084935087031,7
"ITPKC3","ITPKC",6,2.81634151226141,7
"ACSM33","ACSM3",3,3.55248325559139,7
"ARHGEF373","ARHGEF37",3,3.34595519097682,7
"PLEKHO23","PLEKHO2",6,2.6067156583922,7
"UBE2E33","UBE2E3",1,2.66772332415956,7
"GZMM3","GZMM",4,3.81175859920963,7
"Z97200.13","Z97200.1",6,2.71231950943006,7
"RAI23","RAI2",6,2.60158316403993,7
"WAKMAR23","WAKMAR2",4,3.13181096998972,7
"ST8SIA13","ST8SIA1",4,3.17963633871324,7
"PCNA3","PCNA",5,2.84768130684327,7
"NUS13","NUS1",1,2.59425063283013,7
"CYP27C13","CYP27C1",1,2.80479781194917,7
"DCLK13","DCLK1",2,3.09698998317807,7
"IGF2BP23","IGF2BP2",7,2.93692114101058,7
"FAM110A3","FAM110A",3,2.6929351513284,7
"DAAM23","DAAM2",1,3.07305476347491,7
"IL333","IL33",2,3.25869729529897,7
"PER33","PER3",1,2.51531857437807,7
"ADAMTS123","ADAMTS12",5,3.62408808192088,7
"DNM13","DNM1",1,3.47634035685284,7
"IFFO23","IFFO2",7,2.47017136222182,7
"PER23","PER2",6,2.95205425848545,7
"MEMO13","MEMO1",1,2.54651182699575,7
"ZNF4713","ZNF471",1,2.64284344405373,7
"ENC13","ENC1",5,3.36123333864509,7
"CRY23","CRY2",1,2.44053305626571,7
"CADPS3","CADPS",1,2.19477156635989,7
"LILRB23","LILRB2",6,3.13888987271454,7
"MAT2A3","MAT2A",6,2.69175204505018,7
"KCND23","KCND2",6,2.54899946746118,7
"SYTL13","SYTL1",4,3.35332663805293,7
"ACACA3","ACACA",3,3.45570123013308,7
"SLC6A63","SLC6A6",5,3.60037754534075,7
"ABCA63","ABCA6",1,3.19107125258556,7
"SPATA63","SPATA6",1,3.12329591582585,7
"LRATD23","LRATD2",3,2.49146995733584,7
"CLCF13","CLCF1",6,2.98644411832243,7
"MXD13","MXD1",6,2.56418061940204,7
"MTCYBP133","MTCYBP13",2,3.32853312930542,7
"DAPK13","DAPK1",5,2.5281542984807,7
"CC2D2B3","CC2D2B",1,3.6225723457433,7
"PPP1R14B3","PPP1R14B",5,3.1308820209876,7
"HSD11B23","HSD11B2",1,3.07421443585699,7
"FRRS1L3","FRRS1L",1,3.09023247103576,7
"SIRPG3","SIRPG",4,3.92271437270935,7
"USB13","USB1",5,2.55502222516543,7
"KLK43","KLK4",5,3.8802515705968,7
"TMEM1443","TMEM144",1,3.19187185151723,7
"KIF233","KIF23",5,2.59115893063894,7
"LTB4R3","LTB4R",6,2.45247722040362,7
"TRNP13","TRNP1",1,3.22186470923773,7
"AP001528.23","AP001528.2",2,2.61146381649929,7
"CXorf213","CXorf21",4,3.11824773544621,7
"KLF153","KLF15",1,2.7344575860336,7
"TCEAL73","TCEAL7",1,3.2234522350723,7
"GPR1463","GPR146",6,2.49522101208996,7
"MIRLET7BHG3","MIRLET7BHG",1,2.74012244152713,7
"FGF23","FGF2",6,3.33119098737931,7
"DCK3","DCK",4,3.07013210668061,7
"AC122718.13","AC122718.1",7,2.35597785520424,7
"FKBP113","FKBP11",4,2.55902152191029,7
"RPS6KA13","RPS6KA1",4,2.93852405658711,7
"CIDEC3","CIDEC",6,2.74273508367107,7
"GPRASP13","GPRASP1",1,2.89188242097418,7
"FAM133CP3","FAM133CP",1,2.86302674490233,7
"LGR43","LGR4",7,2.91760852649608,7
"WDR863","WDR86",1,3.68780405900497,7
"NELL23","NELL2",4,3.82218120032275,7
"PRKAA23","PRKAA2",3,2.49963875427051,7
"SEMA6D3","SEMA6D",1,2.97786016077746,7
"H1-33","H1-3",4,3.273163684649,7
"CMTM43","CMTM4",5,2.61225998179791,7
"XG3","XG",5,3.01833566481269,7
"CDCP13","CDCP1",7,2.94126997540093,7
"AMPD33","AMPD3",4,3.22278351430269,7
"RNU6-1016P3","RNU6-1016P",2,2.4817426848581,7
"SS18L23","SS18L2",4,2.4250285862251,7
"G6PD3","G6PD",3,3.44572835794543,7
"LILRB13","LILRB1",4,3.36333841763342,7
"GRAP4","GRAP",4,3.38133742605558,7
"COL13A13","COL13A1",5,3.42675056074919,7
"RAB27B3","RAB27B",3,3.00936740528482,7
"F103","F10",6,3.20428342815693,7
"SKAP13","SKAP1",4,3.64690376977712,7
"MARCO3","MARCO",6,2.36455718456856,7
"SERPINI13","SERPINI1",5,2.21747764724284,7
"SCN2A3","SCN2A",1,2.9055535866547,7
"GABRE3","GABRE",3,2.65826888254494,7
"MRGPRF3","MRGPRF",6,2.61814906330379,7
"CREB3L13","CREB3L1",5,3.60540434071905,7
"NR2F1-AS13","NR2F1-AS1",1,3.49731427878276,7
"RHOJ3","RHOJ",1,3.14086162517771,7
"NPR13","NPR1",6,3.27279558642449,7
"UBE2T3","UBE2T",5,2.69648423326558,7
"HAS23","HAS2",6,3.5424429264895,7
"TMEM1543","TMEM154",4,3.20556761713453,7
"NDNF3","NDNF",2,2.73913846564561,7
"PRIMPOL3","PRIMPOL",1,2.44069118195245,7
"AIDA3","AIDA",5,2.61865690199193,7
"TMOD13","TMOD1",6,3.13182481885906,7
"PPP1R14A3","PPP1R14A",1,2.82364473720279,7
"DTD13","DTD1",5,2.60672829542999,7
"HSPE13","HSPE1",3,2.85519120727883,7
"AC022034.13","AC022034.1",3,2.32803411888624,7
"TCF73","TCF7",4,4.06550027841655,7
"CLCA23","CLCA2",3,3.50964684623883,7
"LHX63","LHX6",6,3.26718183788741,7
"MERTK3","MERTK",1,2.30039769089245,7
"NDRG23","NDRG2",1,3.28698254347353,7
"MAP2K43","MAP2K4",1,2.78678556327199,7
"TPO3","TPO",6,3.13661765951559,7
"CCR13","CCR1",6,3.33225759801635,7
"SMS3","SMS",5,2.80433201337696,7
"NCEH13","NCEH1",4,2.7663444171639,7
"GPRASP23","GPRASP2",1,3.15182373765833,7
"EXPH53","EXPH5",1,2.91152324798893,7
"AC006330.13","AC006330.1",2,3.38968974663626,7
"PMAIP13","PMAIP1",4,2.56485624274244,7
"SNCG3","SNCG",6,3.03349672181167,7
"SAP303","SAP30",5,2.38631073641347,7
"KCNJ23","KCNJ2",2,2.62197936059825,7
"PDLIM33","PDLIM3",7,3.34983693454702,7
"LACTB23","LACTB2",3,2.43377967475376,7
"PDE10A3","PDE10A",1,3.18851883129233,7
"AC093157.13","AC093157.1",4,2.53491980918125,7
"GK3","GK",6,2.80529017001503,7
"SRD5A33","SRD5A3",3,2.65525035488666,7
"ZNF8753","ZNF875",1,2.55967879122939,7
"CFI3","CFI",6,3.03743807627776,7
"SLC22A53","SLC22A5",1,2.56006266416869,7
"SEMA7A3","SEMA7A",4,2.73364379774173,7
"PLXNB13","PLXNB1",1,3.09164899745238,7
"MCM43","MCM4",5,2.50314313445086,7
"PPP1R16B3","PPP1R16B",4,3.43524390921,7
"MAD2L13","MAD2L1",4,2.63063718890522,7
"AOAH3","AOAH",4,3.03357395117667,7
"UBTD13","UBTD1",5,3.17879954772343,7
"FAM180A3","FAM180A",5,2.65431840505795,7
"TDRP3","TDRP",1,2.99277515026346,7
"SEMA3F3","SEMA3F",5,2.42121616585805,7
"MRPS173","MRPS17",7,2.30106685395564,7
"OAS13","OAS1",4,3.203645149172,7
"RASGEF1B3","RASGEF1B",6,2.42352955717711,7
"C1orf213","C1orf21",6,2.71492163994258,7
"TPTEP13","TPTEP1",1,2.76601866422351,7
"HIGD1A3","HIGD1A",5,2.843346344548,7
"KLHDC7B3","KLHDC7B",4,3.20852241737949,7
"CRY13","CRY1",5,2.48438637411018,7
"EREG3","EREG",6,3.02892232890229,7
"CCZ1B3","CCZ1B",4,2.29205843081448,7
"LMO73","LMO7",5,3.23805382382018,7
"BTBD103","BTBD10",5,2.83132777273853,7
"GPR1763","GPR176",5,3.26839894717348,7
"GMFB3","GMFB",5,2.81243266301431,7
"SLA4","SLA",4,3.49657632701584,7
"TF3","TF",1,2.83748668460699,7
"PDE9A3","PDE9A",1,2.99037681834601,7
"VSIG43","VSIG4",5,2.68689142595142,7
"TPST13","TPST1",5,2.76174236894864,7
"RAPGEF33","RAPGEF3",1,3.03904225378363,7
"UEVLD3","UEVLD",5,2.31194504308079,7
"SORBS23","SORBS2",7,3.05088825749739,7
"CMBL3","CMBL",2,2.37293408810191,7
"SNRPG3","SNRPG",5,2.40371568034493,7
"NPAS23","NPAS2",5,2.68209737396509,7
"SAMSN13","SAMSN1",4,3.35379719323758,7
"OASL3","OASL",4,2.97170090323015,7
"CNTROB3","CNTROB",1,2.34597731297595,7
"SLC1A43","SLC1A4",4,2.46873198793446,7
"NBEA3","NBEA",1,3.39611743633279,7
"GPR1603","GPR160",3,2.83372929374942,7
"TMEM255B3","TMEM255B",6,2.63448676555057,7
"SCG53","SCG5",1,3.20519012317531,7
"KCNK13","KCNK1",3,2.64928948218559,7
"SEMA4B3","SEMA4B",3,3.19549685266003,7
