"","Sample","Cluster","Max_Coefficient","Rank"
"set1_3_14037_571_NL_Str","set1_3_14037_571_NL_Str",4,0.169644607262887,4
"set1_3_14039_571_EN_Str","set1_3_14039_571_EN_Str",1,0.293876875516361,4
"set1_3_14041_571_DCISw_Str","set1_3_14041_571_DCISw_Str",1,0.294039419569808,4
"set1_3_14043_571_DCIS_Str","set1_3_14043_571_DCIS_Str",1,0.203433012980671,4
"set1_3_14045_571_IBC_Str_1","set1_3_14045_571_IBC_Str_1",1,0.253269833057854,4
"set1_3_14047_571_IBC_Str_2","set1_3_14047_571_IBC_Str_2",2,0.207937174655398,4
"set1_3_14049_566_IBC_Str","set1_3_14049_566_IBC_Str",1,0.204195628940774,4
"set1_3_14051_566_DCIS_Str","set1_3_14051_566_DCIS_Str",1,0.231107769378174,4
"set1_3_14053_566_UDH_Str","set1_3_14053_566_UDH_Str",4,0.1427378463608,4
"set1_3_14063_564_DCIS_Str","set1_3_14063_564_DCIS_Str",1,0.197614534881769,4
"set1_3_14065_564_HP_Str","set1_3_14065_564_HP_Str",4,0.143098843344328,4
"set1_3_14067_564_NL_Str","set1_3_14067_564_NL_Str",4,0.150644815920482,4
"set1_3_14069_564_IBC_Str","set1_3_14069_564_IBC_Str",2,0.16356406710463,4
"set1_3_14071_559_DCIS_Str","set1_3_14071_559_DCIS_Str",1,0.168321744587177,4
"set1_3_14073_559_IBC_Str","set1_3_14073_559_IBC_Str",1,0.160051970564624,4
"set1_3_14075_559_CCH_Str","set1_3_14075_559_CCH_Str",4,0.247843243437053,4
"set1_3_14081_558_IBC_Str","set1_3_14081_558_IBC_Str",2,0.209484145848335,4
"set1_3_14085_558_DCIS_Str_1","set1_3_14085_558_DCIS_Str_1",2,0.166863679816303,4
"set1_3_14093_557_IBC_Str","set1_3_14093_557_IBC_Str",1,0.129574547982697,4
"set1_3_14095_557_DCIS_Str","set1_3_14095_557_DCIS_Str",1,0.12421035427483,4
"set1_3_14097_556_IBC_Str_1","set1_3_14097_556_IBC_Str_1",2,0.149624072717681,4
"set1_3_14099_556_ADH_Str_1","set1_3_14099_556_ADH_Str_1",4,0.202898909421313,4
"set1_3_14101_556_ADH_Str_2","set1_3_14101_556_ADH_Str_2",4,0.183229651325782,4
"set1_3_14105_556_IBC_Str_2","set1_3_14105_556_IBC_Str_2",2,0.18374286351923,4
"set1_3_14111_555_IN_Str","set1_3_14111_555_IN_Str",1,0.177576965177755,4
"set1_3_14113_555_iIBC_Str","set1_3_14113_555_iIBC_Str",1,0.18041842931056,4
"set1_3_14115_555_IBC_Str","set1_3_14115_555_IBC_Str",2,0.151321187104818,4
"set4_10_14732_656_IBC_Str","set4_10_14732_656_IBC_Str",2,0.20920739543826,4
"set4_10_14734_656_BBD_Str","set4_10_14734_656_BBD_Str",4,0.2619652059796,4
"set4_10_14736_656_NL_Str","set4_10_14736_656_NL_Str",4,0.230806680162202,4
"set4_10_14738_657_CCC_Str","set4_10_14738_657_CCC_Str",4,0.167826783435976,4
"set4_10_14740_657_NL_Str","set4_10_14740_657_NL_Str",4,0.190827501813759,4
"set4_10_14742_657_DCIS_Str","set4_10_14742_657_DCIS_Str",2,0.244020289205795,4
"set4_10_14743_657_IBC_Str","set4_10_14743_657_IBC_Str",2,0.269243751185366,4
"set4_10_14748_658_DCIS_Str","set4_10_14748_658_DCIS_Str",1,0.260479435246638,4
"set4_10_14749_658_IBC_Str","set4_10_14749_658_IBC_Str",1,0.191902926578995,4
"set4_10_14750_658_NL_Str","set4_10_14750_658_NL_Str",4,0.2467504017754,4
"set4_10_14753_659_DCIS_Str","set4_10_14753_659_DCIS_Str",4,0.205146166960817,4
"set4_10_14754_659_IBC_Str","set4_10_14754_659_IBC_Str",1,0.185020245114807,4
"set4_10_14756_659_DCIS_Str","set4_10_14756_659_DCIS_Str",4,0.206184350686413,4
"set4_10_14758_659_NL_Str","set4_10_14758_659_NL_Str",4,0.190850266147205,4
"set4_10_14792_663_DCIS_Str","set4_10_14792_663_DCIS_Str",4,0.187170149539619,4
"set4_10_14794_663_IBC_Str","set4_10_14794_663_IBC_Str",2,0.165521902553942,4
"set4_10_14796_663_NL_Str","set4_10_14796_663_NL_Str",4,0.249096828551412,4
"set4_10_14760_660_IBC_Str","set4_10_14760_660_IBC_Str",1,0.199688146892545,4
"set4_10_14762_660_DCIS_Str","set4_10_14762_660_DCIS_Str",1,0.184705171177949,4
"set4_10_14764_660_NL_Str","set4_10_14764_660_NL_Str",4,0.174040547890425,4
"set4_10_14766_660_LVI_Str","set4_10_14766_660_LVI_Str",1,0.203678433843072,4
"set4_10_14768_661_IBC_Str","set4_10_14768_661_IBC_Str",1,0.200308839439617,4
"set4_10_14770_661_AM_Str","set4_10_14770_661_AM_Str",3,0.276398009893045,4
"set4_10_14772_661_ADH_Str","set4_10_14772_661_ADH_Str",4,0.241771897966453,4
"set4_10_14774_661_DCIS_Str","set4_10_14774_661_DCIS_Str",4,0.208825707689012,4
"set4_10_14776_661_ADH_Str","set4_10_14776_661_ADH_Str",4,0.2026547115244,4
"set4_10_14778_661_NL_Str","set4_10_14778_661_NL_Str",4,0.228278993724384,4
"set4_10_14780_662_DCIS.1_Str","set4_10_14780_662_DCIS.1_Str",2,0.262613585284011,4
"set4_10_14782_662_MIV.1_Str","set4_10_14782_662_MIV.1_Str",2,0.204585836509572,4
"set4_10_14784_662_DCIS.2_Str","set4_10_14784_662_DCIS.2_Str",2,0.205140721575294,4
"set4_10_14786_662_MIV.2_Str","set4_10_14786_662_MIV.2_Str",1,0.217634837680687,4
"set4_10_14788_662_DCIS.3_Str","set4_10_14788_662_DCIS.3_Str",2,0.280986344617372,4
"set4_10_14790_662_IBC_Str","set4_10_14790_662_IBC_Str",2,0.277692298294383,4
"set4_10_14910_676_DCIS.2_Str","set4_10_14910_676_DCIS.2_Str",3,0.177395313953777,4
"set4_10_14799_664_BBD_Str","set4_10_14799_664_BBD_Str",4,0.245069146090881,4
"set4_10_14801_664_IBC_Str","set4_10_14801_664_IBC_Str",2,0.212837394324883,4
"set4_10_14803_664_ADH_Str","set4_10_14803_664_ADH_Str",4,0.237856893129799,4
"set4_10_14806_665_IBC_Str","set4_10_14806_665_IBC_Str",2,0.262229730464224,4
"set4_10_14808_665_inf_NL_Str","set4_10_14808_665_inf_NL_Str",1,0.284748566894422,4
"set4_10_14860_665_DCIS_Str","set4_10_14860_665_DCIS_Str",4,0.168825497343672,4
"set4_10_14811_665_NL_Str","set4_10_14811_665_NL_Str",4,0.252992393538355,4
"set4_10_14814_666_DCIS_Str","set4_10_14814_666_DCIS_Str",4,0.148943959653932,4
"set4_10_14815_666_IBC_Str","set4_10_14815_666_IBC_Str",2,0.266704236090632,4
"set4_10_14817_666_NL_Str","set4_10_14817_666_NL_Str",4,0.222517104207292,4
"set4_10_14819_666_BBD_Str","set4_10_14819_666_BBD_Str",4,0.240392564625108,4
"set4_10_14854_671_UDH_Str","set4_10_14854_671_UDH_Str",4,0.241087104921424,4
"set4_10_14858_671_IBC_Str","set4_10_14858_671_IBC_Str",2,0.249377239157723,4
"set4_10_14859_671_DCIS_Str","set4_10_14859_671_DCIS_Str",2,0.228437090217411,4
"set4_10_14861_671_AM_Str","set4_10_14861_671_AM_Str",3,0.180231104577423,4
"set4_10_14863_671_CCC_Str","set4_10_14863_671_CCC_Str",4,0.20374840149535,4
"set4_10_14823_667_IBC_Str","set4_10_14823_667_IBC_Str",1,0.212264050809318,4
